assembly,classification,fastani_ani,fastani_af,closest_placement_ani,closest_placement_af,msa_percent,classification_method,species
SRR9219822.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.48,0.89,97.48,0.89,98.25,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219823.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,98.09,0.92,98.09,0.92,98.49,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219824.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.54,0.96,98.54,0.96,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9219825.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.53,0.96,98.53,0.96,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9219826.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.54,0.95,98.54,0.95,94.92,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9219827.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.53,0.96,98.53,0.96,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9219833.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.53,0.96,98.53,0.96,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9219846.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.51,0.9,97.51,0.9,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219851.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.45,0.89,97.45,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219852.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.1,0.93,99.1,0.93,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219854.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.59,0.82,96.68,0.87,98.47,ANI,Escherichia flexneri
SRR9219860.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.1,0.87,99.1,0.87,71.13,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219861.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.5,0.9,97.5,0.9,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219862.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,98.67,0.9,98.67,0.9,96.8,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219863.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,98.09,0.83,98.09,0.83,24,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219865.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.54,0.89,97.54,0.89,94.32,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219867.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.52,0.9,97.52,0.9,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219868.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.51,0.9,97.51,0.9,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219873.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.11,0.93,99.11,0.93,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219885.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.52,0.9,97.52,0.9,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219888.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.48,0.89,97.48,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219891.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,98.32,0.88,98.32,0.88,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219895.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.04,0.88,99.04,0.88,97.18,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9219897.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.0,0.88,99.0,0.88,90.53,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9219898.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.69,0.82,96.76,0.85,98.47,ANI,Escherichia flexneri
SRR9219900.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.63,0.82,96.72,0.85,98.47,ANI,Escherichia flexneri
SRR9219907.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.67,0.82,96.76,0.85,97.64,ANI,Escherichia flexneri
SRR9219909.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.55,0.96,98.55,0.96,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9219910.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.64,0.82,96.75,0.85,98.47,ANI,Escherichia flexneri
SRR9219911.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis,98.77,0.86,98.77,0.86,95.93,taxonomic classification defined by topology and ANI,Enterococcus faecalis
SRR9219915.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.54,0.96,98.54,0.96,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9219922.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae_A,97.61,0.65,97.54,0.78,92.91,ANI,Blautia wexlerae
SRR9219923.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae,97.53,0.78,97.53,0.78,92.91,taxonomic classification defined by topology and ANI,Blautia wexlerae
SRR9219925.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae,97.58,0.77,97.58,0.77,92.85,taxonomic classification defined by topology and ANI,Blautia wexlerae
SRR9219929.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae_A,97.55,0.65,97.53,0.78,92.91,ANI,Blautia wexlerae
SRR9219933.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.26,0.92,98.26,0.92,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9219934.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.74,0.97,99.74,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219936.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.6,0.81,96.68,0.86,93.53,ANI,Escherichia flexneri
SRR9219937.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.6,0.81,96.71,0.86,98.47,ANI,Escherichia flexneri
SRR9219941.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.56,0.81,96.73,0.86,98.47,ANI,Escherichia flexneri
SRR9219946.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.76,0.97,99.76,0.97,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219953.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,98.32,0.89,98.32,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219957.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,98.63,0.92,98.63,0.92,97.42,taxonomic classification defined by topology and ANI,Enterococcus hirae
SRR9219958.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.05,0.88,99.05,0.88,97.18,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9219960.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.07,0.88,99.07,0.88,97.18,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9219961.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.0,0.88,99.0,0.88,97.18,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9219963.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.07,0.88,99.07,0.88,97.18,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9219969.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,98.08,0.92,98.08,0.92,98.49,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219977.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.56,0.95,98.56,0.95,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9219980.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii,95.75,0.83,95.75,0.83,94.22,taxonomic classification defined by topology and ANI,Clostridium beijerinckii
SRR9219983.asm1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii,95.76,0.83,95.76,0.83,94.22,taxonomic classification defined by topology and ANI,Clostridium beijerinckii
SRR9219985.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.41,0.89,97.41,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219986.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.46,0.89,97.46,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219989.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.44,0.89,97.44,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9219993.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.43,0.88,97.43,0.88,87.67,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220002.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.17,0.91,98.17,0.91,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220004.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.18,0.9,98.18,0.9,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220006.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.18,0.9,98.18,0.9,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220007.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.16,0.91,98.16,0.91,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220011.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.51,0.89,97.51,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220012.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.09,0.93,99.09,0.93,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220014.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.12,0.93,99.12,0.93,80.23,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220016.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.09,0.93,99.09,0.93,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220019.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,99.06,0.93,99.06,0.93,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220024.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,98.63,0.92,98.63,0.92,97.42,taxonomic classification defined by topology and ANI,Enterococcus hirae
SRR9220025.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,98.67,0.92,98.67,0.92,97.42,taxonomic classification defined by topology and ANI,Enterococcus hirae
SRR9220028.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,98.66,0.92,98.66,0.92,97.42,taxonomic classification defined by topology and ANI,Enterococcus hirae
SRR9220031.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.6,0.89,98.6,0.89,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9220035.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.2,0.93,98.2,0.93,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220042.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.47,0.89,97.47,0.89,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220043.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.51,0.96,98.51,0.96,94.92,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220044.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.04,0.88,99.04,0.88,97.18,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9220047.asm1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans,99.06,0.88,99.06,0.88,97.18,taxonomic classification defined by topology and ANI,Enterococcus durans
SRR9220050.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.53,0.9,97.53,0.9,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220051.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.52,0.9,97.52,0.9,98.47,taxonomic classification defined by topology and ANI,Escherichia coli
SRR9220057.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli_D,97.47,0.87,96.4,0.78,86,ANI,Escherichia coli
SRR9220065.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.89,0.8,96.83,0.83,97.64,ANI,Escherichia flexneri
SRR9220072.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.57,0.95,98.57,0.95,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220076.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.67,0.82,96.78,0.85,98.47,ANI,Escherichia flexneri
SRR9220080.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.53,0.96,98.53,0.96,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220085.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,98.54,0.95,98.54,0.95,95.14,taxonomic classification defined by topology and ANI,Bifidobacterium pseudocatenulatum
SRR9220087.asm1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002232035,95.26,0.88,N/A,N/A,96.96,ANI,Collinsella sp002232035
SRR9220096.asm1,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003487125,99.98,0.98,99.98,0.98,96.78,taxonomic classification defined by topology and ANI,Collinsella sp003487125
SRR9220099.asm1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri,97.62,0.82,96.71,0.87,98.47,ANI,Escherichia flexneri
